,Date,Location,Tour,Track,Album
435,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
437,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
442,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
450,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
454,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Nightrain,Appetite for Destruction 
457,"January 21, 2017 ","Kyocera Dome, Osaka, Japan",Not in This Lifetime,Paradise City,Appetite for Destruction 
461,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,It's So Easy,Appetite for Destruction 
462,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
464,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
469,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
477,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
479,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
484,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Nightrain,Appetite for Destruction 
488,"November 30, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Paradise City,Appetite for Destruction 
492,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,It's So Easy,Appetite for Destruction 
493,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
495,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
500,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
508,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
510,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,My Michelle,Appetite for Destruction 
514,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Nightrain,Appetite for Destruction 
517,"November 29, 2016 ","Palacio de los Deportes, Mexico City, Mexico",Not in This Lifetime,Paradise City,Appetite for Destruction 
521,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,It's So Easy,Appetite for Destruction 
522,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
524,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
529,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
538,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
542,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Nightrain,Appetite for Destruction 
545,"November 26, 2016 ","Estadio Nacional de Costa Rica, San José, Costa Rica",Not in This Lifetime,Paradise City,Appetite for Destruction 
549,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,It's So Easy,Appetite for Destruction 
550,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
552,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
556,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
566,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
567,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,My Michelle,Appetite for Destruction 
571,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Nightrain,Appetite for Destruction 
574,"November 23, 2016 ","Estadio Atanasio Girardot, Medellín, Colombia",Not in This Lifetime,Paradise City,Appetite for Destruction 
578,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
579,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
581,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
587,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
596,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
597,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
602,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
605,"November 20, 2016 ","Estádio Mané Garrincha, Brasília, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
609,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
610,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
612,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
617,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
626,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
627,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
632,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
635,"November 17, 2016 ","Pedreira Paulo Leminski, Curitiba, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
639,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
640,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
642,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
647,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
648,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
656,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
661,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
664,"November 15, 2016 ","Engenhão, Rio de Janeiro, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
668,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
669,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
671,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
676,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
684,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
688,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
691,"November 12, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
695,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
696,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
698,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
703,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
711,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
715,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
718,"November 11, 2016 ","Allianz Parque, São Paulo, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
722,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,It's So Easy,Appetite for Destruction 
723,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
725,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
730,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
738,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
742,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Nightrain,Appetite for Destruction 
745,"November 8, 2016 ","Estádio Beira Rio, Porto Alegre, Brazil",Not in This Lifetime,Paradise City,Appetite for Destruction 
749,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,It's So Easy,Appetite for Destruction 
750,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
752,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
757,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
765,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
766,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,My Michelle,Appetite for Destruction 
770,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Nightrain,Appetite for Destruction 
773,"November 5, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Paradise City,Appetite for Destruction 
777,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,It's So Easy,Appetite for Destruction 
778,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
780,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
785,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
792,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
794,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
798,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Nightrain,Appetite for Destruction 
801,"November 4, 2016 ","Estadio River Plate, Buenos Aires, Argentina",Not in This Lifetime,Paradise City,Appetite for Destruction 
805,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,It's So Easy,Appetite for Destruction 
806,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
808,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
813,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
820,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
824,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Nightrain,Appetite for Destruction 
827,"November 1, 2016 ","Estadio Gigante de Arroyito, Rosario, Argentina",Not in This Lifetime,Paradise City,Appetite for Destruction 
831,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,It's So Easy,Appetite for Destruction 
832,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
834,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
839,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
846,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
850,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Nightrain,Appetite for Destruction 
853,"October 29, 2016 ","Estadio Nacional, Santiago, Chile",Not in This Lifetime,Paradise City,Appetite for Destruction 
857,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,It's So Easy,Appetite for Destruction 
858,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
860,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
864,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
871,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
876,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Nightrain,Appetite for Destruction 
879,"October 27, 2016 ","Estadio Monumental, Lima, Peru",Not in This Lifetime,Paradise City,Appetite for Destruction 
883,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,It's So Easy,Appetite for Destruction 
884,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
886,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
890,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
897,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
899,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
904,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Nightrain,Appetite for Destruction 
908,"August 22, 2016 ","Qualcomm Stadium, San Diego, CA, USA",Not in This Lifetime,Paradise City,Appetite for Destruction 
911,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,It's So Easy,Appetite for Destruction 
912,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
914,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
918,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
926,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
927,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
928,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,My Michelle,Appetite for Destruction 
932,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Nightrain,Appetite for Destruction 
936,"August 19, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Paradise City,Appetite for Destruction 
939,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,It's So Easy,Appetite for Destruction 
940,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Mr. Brownstone,Appetite for Destruction 
942,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Welcome to the Jungle,Appetite for Destruction 
946,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Rocket Queen,Appetite for Destruction 
953,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Sweet Child O' Mine,Appetite for Destruction 
955,"August 18, 2016 ","Dodger Stadium, Los Angeles, CA, USA",Not in This Lifetime,Out Ta Get Me,Appetite for Destruction 
